"Country or Area","Year","Area","Sex","Religion","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Ireland","2002","Rural","Female","Quakers","Census - de facto - complete tabulation","Final figure, complete","2003","149",""
"Ireland","2002","Rural","Female","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2003","700774",""
"Ireland","2002","Rural","Female","Other","Census - de facto - complete tabulation","Final figure, complete","2003","1164",""
"Ireland","2002","Rural","Female","No Religion","Census - de facto - complete tabulation","Final figure, complete","2003","15070",""
"Ireland","2002","Rural","Female","Not Specified","Census - de facto - complete tabulation","Final figure, complete","2003","11058","31"
"Israel","1995","Total","Both Sexes","Christian","Census - de facto - complete tabulation","Final figure, complete","2012","122400","32"
"Israel","1995","Total","Both Sexes","Druze","Census - de facto - complete tabulation","Final figure, complete","2012","92655","32"
"Israel","1995","Total","Both Sexes","Jewish","Census - de facto - complete tabulation","Final figure, complete","2012","4476225","32"
"Israel","1995","Total","Both Sexes","Muslim","Census - de facto - complete tabulation","Final figure, complete","2012","808375","32"
"Israel","1995","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2012","67445","32"
"Israel","1995","Total","Male","Christian","Census - de facto - complete tabulation","Final figure, complete","2012","59695","32"
"Israel","1995","Total","Male","Druze","Census - de facto - complete tabulation","Final figure, complete","2012","47995","32"
"Israel","1995","Total","Male","Jewish","Census - de facto - complete tabulation","Final figure, complete","2012","2194060","32"
"Israel","1995","Total","Male","Muslim","Census - de facto - complete tabulation","Final figure, complete","2012","410875","32"
"Israel","1995","Total","Male","Other","Census - de facto - complete tabulation","Final figure, complete","2012","32200","32"
"Israel","1995","Total","Female","Christian","Census - de facto - complete tabulation","Final figure, complete","2012","62705","32"
"Israel","1995","Total","Female","Druze","Census - de facto - complete tabulation","Final figure, complete","2012","44660","32"
"Israel","1995","Total","Female","Jewish","Census - de facto - complete tabulation","Final figure, complete","2012","2282165","32"
"Israel","1995","Total","Female","Muslim","Census - de facto - complete tabulation","Final figure, complete","2012","397500","32"
"Israel","1995","Total","Female","Other","Census - de facto - complete tabulation","Final figure, complete","2012","35245","32"
"Israel","1995","Urban","Both Sexes","Christian","Census - de facto - complete tabulation","Final figure, complete","2012","120375","32"
"Israel","1995","Urban","Both Sexes","Druze","Census - de facto - complete tabulation","Final figure, complete","2012","90370","32"
"Israel","1995","Urban","Both Sexes","Jewish","Census - de facto - complete tabulation","Final figure, complete","2012","4051705","32"
"Israel","1995","Urban","Both Sexes","Muslim","Census - de facto - complete tabulation","Final figure, complete","2012","734830","32"
"Israel","1995","Urban","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2012","62050","32"
"Israel","1995","Urban","Male","Christian","Census - de facto - complete tabulation","Final figure, complete","2012","58770","32"
"Israel","1995","Urban","Male","Druze","Census - de facto - complete tabulation","Final figure, complete","2012","46750","32"
"Israel","1995","Urban","Male","Jewish","Census - de facto - complete tabulation","Final figure, complete","2012","1975170","32"
"Israel","1995","Urban","Male","Muslim","Census - de facto - complete tabulation","Final figure, complete","2012","373130","32"
"Israel","1995","Urban","Male","Other","Census - de facto - complete tabulation","Final figure, complete","2012","28765","32"
"Israel","1995","Urban","Female","Christian","Census - de facto - complete tabulation","Final figure, complete","2012","61605","32"
"Israel","1995","Urban","Female","Druze","Census - de facto - complete tabulation","Final figure, complete","2012","43620","32"
"Israel","1995","Urban","Female","Jewish","Census - de facto - complete tabulation","Final figure, complete","2012","2076535","32"
"Israel","1995","Urban","Female","Muslim","Census - de facto - complete tabulation","Final figure, complete","2012","361700","32"
"Israel","1995","Urban","Female","Other","Census - de facto - complete tabulation","Final figure, complete","2012","33285","32"
"Israel","1995","Rural","Both Sexes","Christian","Census - de facto - complete tabulation","Final figure, complete","2012","2025","32"
"Israel","1995","Rural","Both Sexes","Druze","Census - de facto - complete tabulation","Final figure, complete","2012","2285","32"
"Israel","1995","Rural","Both Sexes","Jewish","Census - de facto - complete tabulation","Final figure, complete","2012","424520","32"
"Israel","1995","Rural","Both Sexes","Muslim","Census - de facto - complete tabulation","Final figure, complete","2012","73545","32"
"Israel","1995","Rural","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2012","5395","32"
"Israel","1995","Rural","Male","Christian","Census - de facto - complete tabulation","Final figure, complete","2012","925","32"
"Israel","1995","Rural","Male","Druze","Census - de facto - complete tabulation","Final figure, complete","2012","1245","32"
"Israel","1995","Rural","Male","Jewish","Census - de facto - complete tabulation","Final figure, complete","2012","218890","32"
"Israel","1995","Rural","Male","Muslim","Census - de facto - complete tabulation","Final figure, complete","2012","37745","32"
"Israel","1995","Rural","Male","Other","Census - de facto - complete tabulation","Final figure, complete","2012","3435","32"
"Israel","1995","Rural","Female","Christian","Census - de facto - complete tabulation","Final figure, complete","2012","1100","32"
"Israel","1995","Rural","Female","Druze","Census - de facto - complete tabulation","Final figure, complete","2012","1040","32"
"Israel","1995","Rural","Female","Jewish","Census - de facto - complete tabulation","Final figure, complete","2012","205630","32"
"Israel","1995","Rural","Female","Muslim","Census - de facto - complete tabulation","Final figure, complete","2012","35800","32"
"Israel","1995","Rural","Female","Other","Census - de facto - complete tabulation","Final figure, complete","2012","1960","32"
"Jamaica","2011","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2013","2684256","33"
"Jamaica","2011","Total","Both Sexes","Anglican","Census - de jure - complete tabulation","Final figure, complete","2013","74995","33"
"Jamaica","2011","Total","Both Sexes","Baha'i","Census - de jure - complete tabulation","Final figure, complete","2013","269","33"
"Jamaica","2011","Total","Both Sexes","Baptist","Census - de jure - complete tabulation","Final figure, complete","2013","180626","33"
"Jamaica","2011","Total","Both Sexes","Brethren","Census - de jure - complete tabulation","Final figure, complete","2013","23647","33"
"Jamaica","2011","Total","Both Sexes","Church of God of Prophecy","Census - de jure - complete tabulation","Final figure, complete","2013","121264","33"
"Jamaica","2011","Total","Both Sexes","Hindu","Census - de jure - complete tabulation","Final figure, complete","2013","1839","33"
"Jamaica","2011","Total","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2013","1511","33"
"Jamaica","2011","Total","Both Sexes","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2013","50843","33"
"Jamaica","2011","Total","Both Sexes","Judaism","Census - de jure - complete tabulation","Final figure, complete","2013","506","33"
"Jamaica","2011","Total","Both Sexes","Methodist","Census - de jure - complete tabulation","Final figure, complete","2013","43362","33"
"Jamaica","2011","Total","Both Sexes","Moravian","Census - de jure - complete tabulation","Final figure, complete","2013","18351","33"
"Jamaica","2011","Total","Both Sexes","Pentecostal","Census - de jure - complete tabulation","Final figure, complete","2013","295209","33"
"Jamaica","2011","Total","Both Sexes","Rastafarian","Census - de jure - complete tabulation","Final figure, complete","2013","29028","33"
"Jamaica","2011","Total","Both Sexes","Revived","Census - de jure - complete tabulation","Final figure, complete","2013","36309","33"
"Jamaica","2011","Total","Both Sexes","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2013","58010","33"
"Jamaica","2011","Total","Both Sexes","Seventh Day Adventist","Census - de jure - complete tabulation","Final figure, complete","2013","322202","33"
"Jamaica","2011","Total","Both Sexes","United Church","Census - de jure - complete tabulation","Final figure, complete","2013","55419","33"
"Jamaica","2011","Total","Both Sexes","Other Church of God","Census - de jure - complete tabulation","Final figure, complete","2013","246790","33"
"Jamaica","2011","Total","Both Sexes","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2013","169000","33"
"Jamaica","2011","Total","Both Sexes","No Religion","Census - de jure - complete tabulation","Final figure, complete","2013","571988","33"
"Jamaica","2011","Total","Both Sexes","Not Specified","Census - de jure - complete tabulation","Final figure, complete","2013","61403","33"
"Jamaica","2011","Total","Both Sexes","New Testament Church of God","Census - de jure - complete tabulation","Final figure, complete","2013","192128","33"
"Jamaica","2011","Total","Both Sexes","Church of God in Jamaica","Census - de jure - complete tabulation","Final figure, complete","2013","129557","33"
"Jamaica","2011","Total","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2013","1324669","33"
